province;red;green;blue;name;x;color_hexa
1274;25;200;200;Coast of Britanny;x;#19C8C8
1275;26;200;250;Quiberon Bay;x;#1AC8FA
1276;27;220;250;Cote D'Argent;x;#1BDCFA
1277;28;250;250;Bay of Biscay;x;#1CFAFA
1278;29;200;200;Cantabrian Sea;x;#1DC8C8
1279;30;200;250;Tyne;x;#1EC8FA
1280;31;220;250;Firth of Forth;x;#1FDCFA
1281;32;250;250;The North Sea;x;#20FAFA
1282;33;200;200;Moray Firth;x;#21C8C8
1283;34;200;250;North Channel;x;#22C8FA
1284;35;220;250;Irish Sea;x;#23DCFA
1285;36;250;250;St. George's Channel;x;#24FAFA
1286;37;200;200;Donegal Bay;x;#25C8C8
1287;38;200;250;Dingle Bay;x;#26C8FA
1288;39;220;250;Celtic Sea;x;#27DCFA
1289;40;250;250;Western Approaches;x;#28FAFA
1290;41;200;200;Finisterre Bay;x;#29C8C8
1291;42;200;250;Lusitanian Sea;x;#2AC8FA
1292;43;220;250;Gulf of Cadiz;x;#2BDCFA
1293;44;250;250;Straits of Gibraltar;x;#2CFAFA
1294;45;200;200;Gulf of Almeira;x;#2DC8C8
1295;46;200;250;Gulf of Valencia;x;#2EC8FA
1296;47;220;250;Gulf of Lion;x;#2FDCFA
1297;48;250;250;Cote D'Azur;x;#30FAFA
1298;49;200;200;Ligurian Sea;x;#31C8C8
1299;50;200;250;Shetland Straits;x;#32C8FA
1300;51;220;250;Western Mediterranean;x;#33DCFA
1301;52;250;250;Barbary Coast;x;#34FAFA
1302;53;200;200;Cape Bon;x;#35C8C8
1303;54;200;250;Tyrrenean Sea;x;#36C8FA
1304;55;220;250;Bay of Naples;x;#37DCFA
1305;56;250;250;Gulf of Gabes;x;#38FAFA
1306;181;48;132;Sao Tome;x;#B53084
1307;58;200;250;Straits of Messina;x;#3AC8FA
1308;59;220;250;Gulf of Venice;x;#3BDCFA
1309;60;250;250;Adriatic Sea;x;#3CFAFA
1310;61;200;200;Straits of Otranto;x;#3DC8C8
1311;62;200;250;Gulf of Taranto;x;#3EC8FA
1312;63;220;250;Ionian Sea;x;#3FDCFA
1313;64;250;250;Gulf of Sirte;x;#40FAFA
1314;65;200;200;Gulf of Tobruk;x;#41C8C8
1315;66;200;250;Bay of Alexandrian;x;#42C8FA
1316;67;220;250;Palestinian Coast;x;#43DCFA
1317;68;250;250;Gulf of Cyprus;x;#44FAFA
1318;209;246;4;Spis;x;#D1F604
1319;70;200;250;Aegean Sea;x;#46C8FA
1320;71;220;250;Sea of Marmara;x;#47DCFA
1321;72;250;250;Gulf of Varna;x;#48FAFA
1322;73;200;200;Gulf of Odessa;x;#49C8C8
1323;74;200;250;Sea of Azov;x;#4AC8FA
1324;75;220;250;Eastern Black Sea;x;#4BDCFA
1325;76;250;250;Lake Balaton;x;#4CFAFA
1326;77;200;200;Caspian Sea;x;#4DC8C8
1327;78;200;250;Aral Sea;x;#4EC8FA
1328;79;220;250;Gulf of Suez;x;#4FDCFA
1329;80;250;250;Red Sea;x;#50FAFA
1330;81;200;200;Straits of Obokk;x;#51C8C8
1331;82;200;250;Bal el Mandeb;x;#52C8FA
1332;83;220;250;Coast of Mascate;x;#53DCFA
1333;84;250;250;Gulf of Masirah;x;#54FAFA
1334;85;200;200;Straits of Hormuz;x;#55C8C8
1335;86;200;250;Persian Gulf;x;#56C8FA
1336;87;220;250;Gulf of Indus;x;#57DCFA
1337;88;250;250;Gulf of Gujarat;x;#58FAFA
1338;89;200;200;Laquedive Islands;x;#59C8C8
1339;90;200;250;Coast of Malabar;x;#5AC8FA
1340;91;220;250;Comorin Cape;x;#5BDCFA
1341;92;250;250;Coast of Caramandel;x;#5CFAFA
1342;93;200;200;Coast of Orissa;x;#5DC8C8
1343;94;200;250;Ganges Delta;x;#5EC8FA
1344;95;220;250;Akyab Bay;x;#5FDCFA
1345;96;250;250;Irrawady Delta;x;#60FAFA
1346;97;200;200;Andaman Sea;x;#61C8C8
1347;98;200;250;Mergui Archipelago;x;#62C8FA
1348;99;220;250;Straits of Malacca;x;#63DCFA
1349;100;250;250;Nicobar Isles;x;#64FAFA
1350;101;200;200;Coast of Atjeh;x;#65C8C8
1351;102;200;250;Coast of Sumatra;x;#66C8FA
1352;103;220;250;Christmas Island;x;#67DCFA
1353;104;250;250;Coast of Java;x;#68FAFA
1354;105;200;200;Coast of Surabaya;x;#69C8C8
1355;106;200;250;Straits of Lombok;x;#6AC8FA
1356;107;220;250;Timor Sea;x;#6BDCFA
1357;108;250;250;The Moluccas;x;#6CFAFA
1358;109;200;200;Java Sea;x;#6DC8C8
1359;110;200;250;Straits of Makassar;x;#6EC8FA
1360;111;220;250;Karimata Strait;x;#6FDCFA
1361;112;250;250;Straits of Johore;x;#70FAFA
1362;113;200;200;Malayan Sea;x;#71C8C8
1363;114;200;250;Coast of Sarawk;x;#72C8FA
1364;115;220;250;Mekong Delta;x;#73DCFA
1365;116;250;250;Gulf of Siam;x;#74FAFA
1366;117;200;200;Cam Rah Bay;x;#75C8C8
1367;118;200;250;South China Sea;x;#76C8FA
1368;119;220;250;Coast of Brunei;x;#77DCFA
1369;120;250;250;Coast of Annam;x;#78FAFA
1370;121;200;200;Gulf of Tonkin;x;#79C8C8
1371;122;200;250;Guanghou Bay;x;#7AC8FA
1372;123;220;250;Taiwan Strait;x;#7BDCFA
1373;124;250;250;Yang Tse Delta;x;#7CFAFA
1374;125;200;200;Western Yellow Sea;x;#7DC8C8
1375;126;200;250;Korea Bay;x;#7EC8FA
1376;127;220;250;South Korean Sea;x;#7FDCFA
1377;0;251;251;North Korean Sea;x;#00FBFB
1378;1;201;201;Coast of Olga;x;#01C9C9
1379;2;201;251;Tatar Straits;x;#02C9FB
1380;3;221;251;Amur Delta;x;#03DDFB
1381;4;251;251;Baj of Ayan;x;#04FBFB
1382;5;201;201;Bay of Komenskoie;x;#05C9C9
1383;6;201;251;Coast of Kamchatska;x;#06C9FB
1384;7;221;251;Oktothsk Sea;x;#07DDFB
1385;8;251;251;Coast Sahkalin;x;#08FBFB
1386;9;201;201;Soya Strait;x;#09C9C9
1387;10;201;251;Tsugaru Strait;x;#0AC9FB
1388;11;221;251;Yamato Basin;x;#0BDDFB
1389;12;251;251;Amakusa Sea;x;#0CFBFB
1390;13;201;201;Setto Inland Sea;x;#0DC9C9
1391;14;201;251;Kii Channel;x;#0EC9FB
1392;15;221;251;Ryukyu Islands;x;#0FDDFB
1393;16;251;251;Luzon Strait;x;#10FBFB
1394;17;201;201;Paracel Islands;x;#11C9C9
1395;18;201;251;Manila Bay;x;#12C9FB
1396;19;221;251;Coast of Luzon;x;#13DDFB
1397;20;251;251;Gulf of Leyte;x;#14FBFB
1398;21;201;201;Sulu Sea;x;#15C9C9
1399;22;201;251;Sea of Celebes;x;#16C9FB
1400;23;221;251;Sea of Ternete;x;#17DDFB
1401;24;251;251;Sea of Banda;x;#18FBFB
1402;25;201;201;Philipine Sea;x;#19C9C9
1403;26;201;251;Palau Islands;x;#1AC9FB
1404;27;221;251;Biak Bay;x;#1BDDFB
1405;28;251;251;Vilian Strait;x;#1CFBFB
1406;29;201;201;Trobrian Islands;x;#1DC9C9
1407;30;201;251;Torres Strait;x;#1EC9FB
1408;31;221;251;Arafuam Sea;x;#1FDDFB
1409;32;251;251;Kolepom Bay;x;#20FBFB
1410;33;201;201;Gulf of Carpentaria;x;#21C9C9
1411;34;201;251;Great Barrier Reef;x;#22C9FB
1412;35;221;251;Capricorn Bay;x;#23DDFB
1413;36;251;251;Cape Howe;x;#24FBFB
1414;37;201;201;Bass Strait;x;#25C9C9
1415;38;201;251;Kangaroo Island;x;#26C9FB
1416;39;221;251;Great Australian Bight;x;#27DDFB
1417;40;251;251;Cape Leuwiin;x;#28FBFB
1418;41;201;201;Shark Bay;x;#29C9C9
1419;42;201;251;Northwest Cape;x;#2AC9FB
1420;43;221;251;King Sound;x;#2BDDFB
1421;44;251;251;Tasman Sea;x;#2CFBFB
1422;45;201;201;Southern Tasman Sea;x;#2DC9C9
1423;46;201;251;Cook Strait;x;#2EC9FB
1424;47;221;251;Northern Tasman Sea;x;#2FDDFB
1425;48;251;251;Cape Farwell;x;#30FBFB
1426;49;201;201;Coast of New Zealand;x;#31C9C9
1427;50;201;251;Cantebury Bight;x;#32C9FB
1428;51;221;251;Sea of Antarctica;x;#33DDFB
1429;52;251;251;New Caledonian Sea;x;#34FBFB
1430;53;201;201;Coral Sea;x;#35C9C9
1431;54;201;251;Gilbert Sea;x;#36C9FB
1432;55;221;251;Solomon Sea;x;#37DDFB
1433;56;251;251;Nauru Island;x;#38FBFB
1434;57;201;201;Melanesia Sea;x;#39C9C9
1435;58;201;251;Micronesia Sea;x;#3AC9FB
1436;59;221;251;Yap Islands;x;#3BDDFB
1437;60;251;251;Mariana Islands;x;#3CFBFB
1438;61;201;201;Tinian Sea;x;#3DC9C9
1439;62;201;251;Iwo Jima Sea;x;#3EC9FB
1440;63;221;251;Sanriku Coast;x;#3FDDFB
1441;64;251;251;The Kuriles;x;#40FBFB
1442;65;201;201;Bay of Uka;x;#41C9C9
1443;66;201;251;Bay of Oljut;x;#42C9FB
1444;67;221;251;Bay of Anadyr;x;#43DDFB
1445;68;251;251;Bering Sea;x;#44FBFB
1446;69;201;201;Horn of Africa;x;#45C9C9
1447;70;201;251;Coast of Pepper;x;#46C9FB
1448;71;221;251;Zanzibar Strait;x;#47DDFB
1449;72;251;251;Mozambique Channel;x;#48FBFB
1450;73;201;201;Diego Suarez Bay;x;#49C9C9
1451;74;201;251;Western Arabian Sea;x;#4AC9FB
1452;75;221;251;Eastern Arabian Sea;x;#4BDDFB
1453;76;251;251;The Seychelles;x;#4CFBFB
1454;77;201;201;Coast of Tamatave;x;#4DC9C9
1455;78;201;251;The Mascareignes;x;#4EC9FB
1456;79;221;251;Gulf of Zambeze;x;#4FDDFB
1457;80;251;251;Coast of Natal;x;#50FBFB
1458;81;201;201;Coast of Transkei;x;#51C9C9
1459;82;201;251;Coast of Ciskei;x;#52C9FB
1460;83;221;251;Cape of Good Hope;x;#53DDFB
1461;84;251;251;Coast of Namibia;x;#54FBFB
1462;85;201;201;Coast of Angola;x;#55C9C9
1463;86;201;251;Gulf of Kongo;x;#56C9FB
1464;87;221;251;Coast of Cameroon;x;#57DDFB
1465;88;251;251;Gulf of Nigeria;x;#58FBFB
1466;89;201;201;Ivory Coast;x;#59C9C9
1467;90;201;251;Gold Coast;x;#5AC9FB
1468;91;221;251;Coast of Gamvia;x;#5BDDFB
1469;92;251;251;Coast of Guinea;x;#5CFBFB
1470;93;201;201;Maueretanian Coast;x;#5DC9C9
1471;94;201;251;Canarian Sea;x;#5EC9FB
1472;95;221;251;Coast of Morocco;x;#5FDDFB
1473;96;251;251;Jan Mayen Sea;x;#60FBFB
1474;97;201;201;Spitzberg Sea;x;#61C9C9
1475;98;201;251;Icelandic Sea;x;#62C9FB
1476;99;221;251;Eastern Coast of Iceland;x;#63DDFB
1477;100;251;251;Western Coast of Iceland;x;#64FBFB
1478;101;201;201;Northeastern Atlantic;x;#65C9C9
1479;102;201;251;Rockall;x;#66C9FB
1480;103;221;251;Denmark Strait;x;#67DDFB
1481;104;251;251;Eastern Coast of Greenland;x;#68FBFB
1482;105;201;201;Western Coast of Greenland;x;#69C9C9
1483;106;201;251;Labrador Strait;x;#6AC9FB
1484;107;221;251;Baffin Bay;x;#6BDDFB
1485;108;251;251;Hudson Straits;x;#6CFBFB
1486;109;201;201;James Bay;x;#6DC9C9
1487;110;201;251;Western Hudson Bay;x;#6EC9FB
1488;111;221;251;Eastern Hudson Bay;x;#6FDDFB
1489;112;251;251;Foxe Bassin;x;#70FBFB
1490;113;201;201;Gulf of St. Lawrence;x;#71C9C9
1491;114;201;251;Cabot Strait;x;#72C9FB
1492;115;221;251;Bay of Fundy;x;#73DDFB
1493;116;251;251;Strait of Belle Isle;x;#74FBFB
1494;117;201;201;Fortune Bay;x;#75C9C9
1495;118;201;251;Notre Dame Bay;x;#76C9FB
1496;119;221;251;Labrador Sea;x;#77DDFB
1497;120;251;251;Greenland Sea;x;#78FBFB
1498;121;201;201;Northern Atlantic;x;#79C9C9
1499;122;201;251;Masschusetts Bay;x;#7AC9FB
1500;123;221;251;Chesapaeake Bay;x;#7BDDFB
1501;124;251;251;Cape Hatteras;x;#7CFBFB
1502;125;201;201;Coast of Carolina;x;#7DC9C9
1503;126;201;251;Coast of Florida;x;#7EC9FB
1504;127;221;251;Sea of Sargassos;x;#7FDDFB
1505;0;252;252;Florida Straits;x;#00FCFC
1506;1;202;202;Apalachee Bay;x;#01CACA
1507;2;202;252;Mobile Bay;x;#02CAFC
1508;3;222;252;Galveston Bay;x;#03DEFC
1509;4;252;252;Tampico Bay;x;#04FCFC
1510;5;202;202;Yucatan Sea;x;#05CACA
1511;6;202;252;Gulf of Mexico;x;#06CAFC
1512;7;222;252;Yucatan Channel;x;#07DEFC
1513;8;252;252;Belize Bay;x;#08FCFC
1514;9;202;202;Moscitos Coast;x;#09CACA
1515;10;202;252;Gulf of Darien;x;#0ACAFC
1516;11;222;252;Jamica Channel;x;#0BDEFC
1517;12;252;252;Central Carribean;x;#0CFCFC
1518;13;202;202;Northwestern Carribean;x;#0DCACA
1519;14;202;252;Venezualan Gulf;x;#0ECAFC
1520;15;222;252;Venezuelan Sea;x;#0FDEFC
1521;16;252;252;Eastern Carribean;x;#10FCFC
1522;17;202;202;Windward Islands;x;#11CACA
1523;18;202;252;Lesser Antilles;x;#12CAFC
1524;19;222;252;Turks & Caicos Sea;x;#13DEFC
1525;20;252;252;Coast of Cuba;x;#14FCFC
1526;21;202;202;Coast of Hispaniola;x;#15CACA
1527;22;202;252;Guyana Coast;x;#16CAFC
1528;23;222;252;Bay of Belem;x;#17DEFC
1529;24;252;252;Amazonas Gulf;x;#18FCFC
1530;25;202;202;Coast of Brazil;x;#19CACA
1531;26;202;252;Coast of Recife;x;#1ACAFC
1532;27;222;252;Coast of Pernambuc;x;#1BDEFC
1533;28;252;252;Todos Santos Bay;x;#1CFCFC
1534;29;202;202;Rio De Janeiro;x;#1DCACA
1535;30;202;252;Baia Parangua;x;#1ECAFC
1536;31;222;252;Rio De La Plata;x;#1FDEFC
1537;32;252;252;Bahia Blanca;x;#20FCFC
1538;33;202;202;Coast of Patagonia;x;#21CACA
1539;34;202;252;Magellan Strait;x;#22CAFC
1540;35;222;252;South Chilean Coast;x;#23DEFC
1541;36;252;252;Coast of Chile;x;#24FCFC
1542;37;202;202;Atacama Coast;x;#25CACA
1543;38;202;252;Arica Gulf;x;#26CAFC
1544;39;222;252;Arequipa Bay;x;#27DEFC
1545;40;252;252;Coast of Peru;x;#28FCFC
1546;41;202;202;Guayaguil Bay;x;#29CACA
1547;42;202;252;Coast of Ecuador;x;#2ACAFC
1548;43;222;252;Gulf of Panama;x;#2BDEFC
1549;44;252;252;Bay of Costa Rica;x;#2CFCFC
1550;45;202;202;Acapulco Bay;x;#2DCACA
1551;46;202;252;Manzazilla Bay;x;#2ECAFC
1552;47;222;252;Mazatlan Bay;x;#2FDEFC
1553;48;252;252;Gulf of California;x;#30FCFC
1554;49;202;202;Coast of Baja;x;#31CACA
1555;50;202;252;Coast of California;x;#32CAFC
1556;51;222;252;Santa Catalina Islands;x;#33DEFC
1557;52;252;252;Coast of Oregon;x;#34FCFC
1558;53;202;202;Coast of Columbia;x;#35CACA
1559;54;202;252;Hecate Strait;x;#36CAFC
1560;55;222;252;Gulf of Alaska;x;#37DEFC
1561;56;252;252;Coast of Alaska;x;#38FCFC
1562;57;202;202;Kuskowim Bay;x;#39CACA
1563;58;202;252;Hatton Bank;x;#3ACAFC
1564;59;222;252;Eastern Gibbs Fracture;x;#3BDEFC
1565;60;252;252;Western Gibbs Fracture;x;#3CFCFC
1566;61;202;202;Iberian Shelf;x;#3DCACA
1567;62;202;252;Sea of Azores;x;#3ECAFC
1568;63;222;252;Corner Seamounts;x;#3FDEFC
1569;64;252;252;New England Seamounts;x;#40FCFC
1570;65;202;202;Sable Island Bank;x;#41CACA
1571;66;202;252;Blake Plataeu;x;#42CAFC
1572;67;222;252;West Bermuda Sea;x;#43DEFC
1573;68;252;252;East Bermuda Sea;x;#44FCFC
1574;69;202;202;Some Funny Seaname;x;#45CACA
1575;70;202;252;Northern Guiana Basin;x;#46CAFC
1576;71;222;252;Guiana Basin;x;#47DEFC
1577;72;252;252;Southern Guiana Basin;x;#48FCFC
1578;73;202;202;Canary Approach;x;#49CACA
1579;74;202;252;Cap Verde Approach;x;#4ACAFC
1580;75;222;252;Central Atlantic #1;x;#4BDEFC
1581;76;252;252;Central Atlantic #2;x;#4CFCFC
1582;77;202;202;Central Atlantic #3;x;#4DCACA
1583;78;202;252;Central Atlantic #4;x;#4ECAFC
1584;79;222;252;Romanche Gap;x;#4FDEFC
1585;80;252;252;East Guinea Basin;x;#50FCFC
1586;81;202;202;West Guinea Basin;x;#51CACA
1587;82;202;252;Coast of Falklands;x;#52CAFC
1588;83;222;252;New Georgia Islands;x;#53DEFC
1589;84;252;252;Western Atlantic #1;x;#54FCFC
1590;85;202;202;Western Atlantic #2;x;#55CACA
1591;86;202;252;Western Atlantic #3;x;#56CAFC
1592;87;222;252;Western Atlantic #4;x;#57DEFC
1593;88;252;252;Western Atlantic #5;x;#58FCFC
1594;89;202;202;Western Atlantic #6;x;#59CACA
1595;90;202;252;East of Magellans;x;#5ACAFC
1596;91;222;252;Central Atlantic #5;x;#5BDEFC
1597;92;252;252;Central Atlantic #6;x;#5CFCFC
1598;93;202;202;Central Atlantic #7;x;#5DCACA
1599;94;202;252;Central Atlantic #8;x;#5ECAFC
1600;95;222;252;Eastern Atlantic #1;x;#5FDEFC
1601;96;252;252;Eastern Atlantic #2;x;#60FCFC
1602;97;202;202;Eastern Atlantic #3;x;#61CACA
1603;98;202;252;Eastern Atlantic #4;x;#62CAFC
1604;99;222;252;Eastern Atlantic #5;x;#63DEFC
1605;100;252;252;Eastern Atlantic #6;x;#64FCFC
1606;101;202;202;Southern Atlantic #1;x;#65CACA
1607;102;202;252;Southern Atlantic #2;x;#66CAFC
1608;103;222;252;Southern Atlantic #3;x;#67DEFC
1609;104;252;252;Southern Atlantic #4;x;#68FCFC
1610;105;202;202;Cape of Storms;x;#69CACA
1611;106;202;252;Gulf of Bengal;x;#6ACAFC
1612;107;222;252;Northen Bay of Bengal;x;#6BDEFC
1613;108;252;252;Southern Bay of Bengal;x;#6CFCFC
1614;109;202;202;Ceylon Sea;x;#6DCACA
1615;110;202;252;Coast of Maldives;x;#6ECAFC
1616;111;222;252;Indian Ocean #1;x;#6FDEFC
1617;112;252;252;Indian Ocean #2;x;#70FCFC
1618;113;202;202;Indian Ocean #3;x;#71CACA
1619;114;202;252;Indian Ocean #4;x;#72CAFC
1620;115;222;252;Indian Ocean #5;x;#73DEFC
1621;116;252;252;Indian Ocean #6;x;#74FCFC
1622;117;202;202;Indian Ocean #7;x;#75CACA
1623;118;202;252;Indian Ocean #8;x;#76CAFC
1624;119;222;252;Indian Ocean #9;x;#77DEFC
1625;120;252;252;Indian Ocean #10;x;#78FCFC
1626;121;202;202;Indian Ocean #11;x;#79CACA
1627;122;202;252;Indian Ocean #12;x;#7ACAFC
1628;123;222;252;Indian Ocean #13;x;#7BDEFC
1629;124;252;252;Indian Ocean #14;x;#7CFCFC
1630;125;202;202;Indian Ocean #15;x;#7DCACA
1631;126;202;252;Indian Ocean #16;x;#7ECAFC
1632;127;222;252;Indian Ocean #17;x;#7FDEFC
1633;0;253;253;Indian Ocean #18;x;#00FDFD
1634;1;203;203;Indian Ocean #19;x;#01CBCB
1635;2;203;253;Indian Ocean #20;x;#02CBFD
1636;3;223;253;Indian Ocean #21;x;#03DFFD
1637;4;253;253;Indian Ocean #22;x;#04FDFD
1638;5;203;203;Indian Ocean #23;x;#05CBCB
1639;6;203;253;Indian Ocean #24;x;#06CBFD
1640;7;223;253;Indian Ocean #25;x;#07DFFD
1641;8;253;253;Indian Ocean #26;x;#08FDFD
1642;9;203;203;Indian Ocean #27;x;#09CBCB
1643;10;203;253;Indian Ocean #28;x;#0ACBFD
1644;11;223;253;Indian Ocean #29;x;#0BDFFD
1645;12;253;253;Indian Ocean #30;x;#0CFDFD
1646;13;203;203;Indian Ocean #31;x;#0DCBCB
1647;14;203;253;Indian Ocean #32;x;#0ECBFD
1648;15;223;253;Lake Tchad;x;#0FDFFD
1649;16;253;253;Lake Victoria;x;#10FDFD
1650;17;203;203;Lake Tangayika;x;#11CBCB
1651;18;203;253;Lake Malawi;x;#12CBFD
1652;19;223;253;White Sea;x;#13DFFD
1653;20;253;253;Lake Balchasj;x;#14FDFD
1654;21;203;203;Lake Bajkal;x;#15CBCB
1655;22;203;253;Poyang Lake;x;#16CBFD
1656;23;223;253;Lake Titicaca;x;#17DFFD
1657;24;253;253;Lake Nicaragua;x;#18FDFD
1658;25;203;203;Everglades;x;#19CBCB
1659;26;203;253;Lake Ontario;x;#1ACBFD
1660;27;223;253;Lake Erie;x;#1BDFFD
1661;28;253;253;Lake Huron;x;#1CFDFD
1662;29;203;203;Lake Michigan;x;#1DCBCB
1663;30;203;253;Lake Superior;x;#1ECBFD
1664;31;223;253;Lake Nipigon;x;#1FDFFD
1665;32;253;253;Lake Winnipeg;x;#20FDFD
1666;33;203;203;Western Pacific #1;x;#21CBCB
1667;34;203;253;Western Pacific #2;x;#22CBFD
1668;35;223;253;Western Pacific #3;x;#23DFFD
1669;36;253;253;Western Pacific #4;x;#24FDFD
1670;37;203;203;Western Pacific #5;x;#25CBCB
1671;38;203;253;Western Pacific #6;x;#26CBFD
1672;39;223;253;Western Pacific #7;x;#27DFFD
1673;40;253;253;Western Pacific #8;x;#28FDFD
1674;41;203;203;Western Pacific #9;x;#29CBCB
1675;42;203;253;Western Pacific #10;x;#2ACBFD
1676;43;223;253;Western Pacific #11;x;#2BDFFD
1677;44;253;253;Northern Pacific #1;x;#2CFDFD
1678;45;203;203;Northern Pacific #2;x;#2DCBCB
1679;46;203;253;Northern Pacific #3;x;#2ECBFD
1680;47;223;253;Northern Pacific #4;x;#2FDFFD
1681;48;253;253;Northern Pacific #5;x;#30FDFD
1682;49;203;203;Northern Pacific #6;x;#31CBCB
1683;50;203;253;Northern Pacific #7;x;#32CBFD
1684;51;223;253;Northern Pacific #8;x;#33DFFD
1685;52;253;253;Northern Pacific #9;x;#34FDFD
1686;53;203;203;Northern Pacific #10;x;#35CBCB
1687;54;203;253;Central Pacific #1;x;#36CBFD
1688;55;223;253;Central Pacific #2;x;#37DFFD
1689;56;253;253;Central Pacific #3;x;#38FDFD
1690;57;203;203;Central Pacific #4;x;#39CBCB
1691;58;203;253;Central Pacific #5;x;#3ACBFD
1692;59;223;253;Central Pacific #6;x;#3BDFFD
1693;60;253;253;Central Pacific #7;x;#3CFDFD
1694;61;203;203;Central Pacific #8;x;#3DCBCB
1695;62;203;253;Central Pacific #9;x;#3ECBFD
1696;63;223;253;Central Pacific #10;x;#3FDFFD
1697;64;253;253;Coast of Hawaii;x;#40FDFD
1698;65;203;203;Central Pacific #11;x;#41CBCB
1699;66;203;253;Central Pacific #12;x;#42CBFD
1700;67;223;253;Eastern Pacific #1;x;#43DFFD
1701;68;253;253;Eastern Pacific #2;x;#44FDFD
1702;69;203;203;Eastern Pacific #3;x;#45CBCB
1703;70;203;253;Eastern Pacific #4;x;#46CBFD
1704;71;223;253;Eastern Pacific #5;x;#47DFFD
1705;72;253;253;Eastern Pacific #6;x;#48FDFD
1706;73;203;203;Eastern Pacific #7;x;#49CBCB
1707;74;203;253;Eastern Pacific #8;x;#4ACBFD
1708;75;223;253;Eastern Pacific #9;x;#4BDFFD
1709;76;253;253;Eastern Pacific #10;x;#4CFDFD
1710;77;203;203;Eastern Pacific #11;x;#4DCBCB
1711;78;203;253;Eastern Pacific #12;x;#4ECBFD
1712;79;223;253;Eastern Pacific #13;x;#4FDFFD
1713;80;253;253;Eastern Pacific #14;x;#50FDFD
1714;81;203;203;Eastern Pacific #15;x;#51CBCB
1715;82;203;253;Eastern Pacific #16;x;#52CBFD
1716;83;223;253;Eastern Pacific #17;x;#53DFFD
1717;85;203;203;Southern Pacifc #1;x;#55CBCB
1718;86;203;253;Southern Pacifc #2;x;#56CBFD
1719;87;223;253;Southern Pacifc #3;x;#57DFFD
1720;88;253;253;Southern Pacifc #4;x;#58FDFD
1721;89;203;203;Southern Pacifc #5;x;#59CBCB
1722;90;203;253;Southern Pacifc #6;x;#5ACBFD
1723;91;223;253;Southern Pacifc #7;x;#5BDFFD
1724;92;253;253;Southern Pacifc #8;x;#5CFDFD
1725;93;203;203;Southern Pacifc #9;x;#5DCBCB
1726;94;203;253;Southern Pacifc #10;x;#5ECBFD
1727;95;223;253;Southern Pacifc #11;x;#5FDFFD
1728;96;253;253;Southern Pacifc #12;x;#60FDFD
1729;97;203;203;Southern Pacifc #13;x;#61CBCB
1730;98;203;253;Southern Pacifc #14;x;#62CBFD
1731;99;223;253;Southern Pacifc #15;x;#63DFFD
1732;100;253;253;Southern Pacifc #16;x;#64FDFD
1733;101;203;203;Southern Pacifc #17;x;#65CBCB
1734;102;203;253;Southern Pacifc #18;x;#66CBFD
1735;103;223;253;Southern Pacifc #19;x;#67DFFD
1736;104;203;203;Southern Pacifc #20;x;#68CBCB
1737;106;203;253;Southern Pacifc #22;x;#6ACBFD
1738;107;223;253;Southern Pacifc #23;x;#6BDFFD
1739;108;253;253;Southern Pacifc #24;x;#6CFDFD
1740;109;203;203;Southern Pacifc #25;x;#6DCBCB
1741;110;203;253;Southern Pacifc #26;x;#6ECBFD
1742;66;68;126;Limburg;x;#42447E
1743;194;70;173;Cambray;x;#C246AD
1744;66;72;32;Antwerpen;x;#424820
1745;195;74;79;Cantabria;x;#C34A4F
1746;67;76;126;Burgos;x;#434C7E
1747;195;78;173;Caceres;x;#C34EAD
1748;67;80;32;La Mancha;x;#435020
1749;195;82;79;Cadiz;x;#C3524F
1750;67;84;126;Alicante;x;#43547E
1751;195;86;173;Ceuta;x;#C356AD
1752;68;88;32;Rzhev;x;#445820
1753;196;90;79;Kostroma;x;#C45A4F
1754;68;92;126;Orel;x;#445C7E
1755;196;94;173;Ustyug;x;#C45EAD
1756;68;96;32;Budjak;x;#446020
1757;196;98;79;Oberpfalz;x;#C4624F
1758;68;100;126;Hannover;x;#44647E
1759;197;102;173;Potsdam;x;#C566AD
1760;69;104;32;Koblenz;x;#456820
1761;197;106;79;Alzey;x;#C56A4F
1762;69;108;126;Kassel;x;#456C7E
1763;197;110;173;Niederlausitz;x;#C56EAD
1764;69;112;32;Burgas;x;#457020
1765;197;114;79;Nis;x;#C5724F
1766;70;116;126;Kosovo;x;#46747E
1767;198;118;173;Osijek;x;#C676AD
1768;70;120;32;Lienz;x;#467820
1769;198;122;79;Görz;x;#C67A4F
1770;70;124;126;Ostmarch;x;#467C7E
1771;198;126;173;Erz;x;#C67EAD
1772;70;128;32;Presburg;x;#468020
1773;199;130;79;Achaea;x;#C7824F
1774;71;132;126;Treviso;x;#47847E
1775;199;134;173;Holstein;x;#C786AD
1776;71;136;32;Karelia;x;#478820
1777;199;138;79;Kola;x;#C78A4F
1778;71;140;126;Kasimov;x;#478C7E
1779;199;142;173;Rub' al Khali;x;#C78EAD
1780;72;144;32;Komi;x;#489020
1781;200;146;79;Western Siberia;x;#C8924F
1782;72;148;126;Eastern Siberia;x;#48947E
1783;200;150;173;Koryak;x;#C896AD
1784;72;152;32;Tiam Shan;x;#489820
1785;200;154;79;Karakoram;x;#C89A4F
1786;72;156;126;Takla Makan;x;#489C7E
1787;201;158;173;Himalaya;x;#C99EAD
1788;73;32;32;Arunachal;x;#492020
1789;201;34;79;Maoke;x;#C9224F
